customer_id,firstname,lastname,record_number,days_since_opened,days_since_confirmed,primary_term,final_term,days_till_primary_close,days_till_final_close,loans_credit_limit,loans_next_payment_summary,loans_outstanding_balance,loans_max_overdue_amount,loans_credit_cost_rate,loans_within_5_days,loans_within_5_to_30_days,loans_within_30_to_60_days,loans_within_60_to_90_days,loans_over_90_days,is_zero_loans_within_5_days,is_zero_loans_within_5_to_30_days,is_zero_loans_within_30_to_60_days,is_zero_loans_within_60_to_90_days,is_zero_loans_over_90_days,utilization,over_limit_count,max_over_limit_count,is_zero_utilization,is_zero_over_limit_count,is_zero_max_over_limit_count,encoded_payment_0,encoded_payment_1,encoded_payment_2,encoded_payment_3,encoded_payment_4,encoded_payment_5,encoded_payment_6,encoded_payment_7,encoded_payment_8,encoded_payment_9,encoded_payment_10,encoded_payment_11,encoded_payment_12,encoded_payment_13,encoded_payment_14,encoded_payment_15,encoded_payment_16,encoded_payment_17,encoded_payment_18,encoded_payment_19,encoded_payment_20,encoded_payment_21,encoded_payment_22,encoded_payment_23,encoded_payment_24,encoded_loans_account_holder_type,encoded_loans_credit_status,encoded_loans_credit_type,encoded_loans_account_currency,primary_close_flag,final_close_flag
c74a79da-7781-41f0-9d61-df67e9b21fc7,Aaryahi,Tank,19,18,11,4,8,1,11,14,2,3,2,2,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,9,5,4,No,No,No,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,2,3,1,1,1
ce9b52d3-8e72-4786-86c2-845a3a46fd2c,Kartik,Chand,17,2,0,1,16,8,8,12,6,4,2,4,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,18,2,17,No,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,2,3,1,0,0
b4a4b4b7-3583-4e47-955a-f28a74fbee4f,Indrans,Tata,3,10,4,7,6,6,13,18,2,3,2,4,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,4,1,0,0
5f15b1ee-0ed6-42a8-a291-af930dd95603,Eshani,Bhavsar,5,6,14,15,8,3,11,4,2,3,2,4,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,9,5,4,No,No,No,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,3,1,0,1
19628e00-e1e3-44a6-9c1a-b1c81a44c65d,Yakshit,Chauhan,15,13,14,13,0,13,5,5,2,3,1,2,6,16,5,4,8,Yes,Yes,No,No,No,16,2,2,Yes,Yes,No,3.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,4,1,0,0
9da8635c-3eac-4bfd-8213-7cd5d2c07746,Trisha,Gade,2,15,17,14,7,3,5,14,2,3,2,8,6,13,5,4,8,Yes,No,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,3,4,1,0,0
c06fb914-3b7f-4d85-b542-a06332766a40,Shaan,Thaker,15,11,9,15,12,2,6,16,3,3,1,1,6,16,5,4,8,Yes,No,Yes,Yes,Yes,16,2,3,Yes,Yes,No,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,4,1,0,0
e34721c8-80d6-4bdb-8e9c-28f87f89f7fe,Zain,Bose,3,8,7,15,9,4,9,17,2,3,2,4,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,1,3,4,1,0,0
23addef2-88a1-4a13-90d8-75dbae900058,Lakshit,Sodhi,5,6,6,4,16,1,0,10,1,3,2,5,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1,3,3,1,1,0
70c17b5d-2c48-4824-87cb-7aa3d9ef9412,Dharmajan,Khalsa,13,12,10,11,13,10,4,18,2,3,2,7,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,11,2,17,No,Yes,Yes,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,2,3,1,0,0
327a2ad3-8c7c-4a0a-9cce-4907de1fd2c7,Tarini,Dhaliwal,9,6,9,15,12,3,10,7,0,3,2,5,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,4.0,1,3,4,1,0,0
542f8e25-d11b-4507-af61-3c688aaa6e14,Ayesha,Bali,12,5,13,17,16,7,15,11,2,3,2,7,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,4,1,0,0
2f64c9bc-b508-43d5-b8be-2ce9c9837f49,Eshani,Deshpande,6,14,6,4,8,1,11,14,5,5,2,0,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,3,2,17,No,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1,2,3,1,1,1
21b6674e-02d4-41e3-b91c-7c9c5cf75335,Neelofar,Dua,7,0,5,4,8,1,11,4,2,3,2,4,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,9,5,4,No,No,No,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2,3,1,1,1
47eeade7-b176-45b8-af63-d7ea8746cc67,Ayesha,Deshpande,18,1,16,2,10,12,11,16,1,2,2,2,6,16,5,4,8,Yes,No,Yes,Yes,Yes,10,2,17,No,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,2,4,1,0,0
499b6930-5a9f-47f5-b911-697d3afeb988,Ishaan,Sankar,10,4,11,12,15,16,12,8,2,3,2,3,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,4,1,0,0
643cc9eb-a3d9-4f92-bbaa-0eccbe3c4038,Ela,Upadhyay,9,5,12,9,1,16,4,19,2,3,2,5,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,3,1,0,0
9541434b-e4a7-46de-8c8f-be94cc66b2f3,Himmat,Garde,6,14,8,6,8,10,11,2,3,1,2,2,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,12,2,17,No,Yes,Yes,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,3,2,0,1,0,1
8acf0250-2a9f-47e0-8d6f-1e9d2065b83e,Stuvan,Chand,5,14,14,7,6,6,13,19,2,3,2,4,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,0.0,3.0,3.0,3.0,,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,4,1,0,0
a4dd41aa-30d2-4f92-b5d8-ed95b96fe64c,Suhana,Bora,2,8,6,9,2,4,9,10,4,3,2,0,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,4,1,0,0
64581bf1-26bb-4729-9f76-c0e9b7a0d595,Anay,Bahl,13,3,3,16,15,15,14,19,2,3,2,7,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,5,1,0,0
316a7858-b5f5-44ff-8c89-4ebe29c93f0b,Pranay,Chaudhari,14,19,16,11,13,10,8,14,2,5,2,7,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,18,2,17,No,Yes,Yes,0.0,0.0,0.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,2,3,1,0,0
6d72de2a-9d78-47c5-b95d-890f37afd942,Zara,Butala,12,12,6,0,1,0,4,1,2,4,2,2,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,2,2,17,No,Yes,Yes,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,2,3,1,0,0
96a47a64-9b47-4745-82be-f35471f57742,Pari,Khare,2,16,2,4,8,1,11,1,2,3,2,4,6,16,5,4,8,Yes,No,No,No,No,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2,3,1,1,1
44a3be25-4d09-403e-b66d-54f4fccb8161,Alisha,Kala,4,17,12,7,6,11,12,19,2,3,2,4,6,16,5,4,8,Yes,No,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,5,1,0,0
508aa8f9-d5c6-4b35-b58c-d4c55a50274d,Adah,Rege,3,0,4,12,12,13,3,1,2,3,2,2,6,16,5,4,8,Yes,No,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,3,1,0,0
49d42f5d-c63c-4937-bf52-9aae4adb6862,Gokul,Tara,13,1,6,4,12,1,15,1,1,3,2,9,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,3,1,1,0
2a1631fc-bffc-4472-925a-07c9abc4ec04,Aayush,Buch,9,17,17,9,0,11,0,12,2,3,2,9,6,16,5,4,8,No,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,1,1,0,0
2c4f6a84-fef1-499c-b737-6d59527d1511,Rhea,Chacko,4,16,7,13,0,4,9,12,2,3,2,2,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,4,1,0,0
be18b5f3-c135-46f0-bd3c-f45f3acf23ff,Pihu,Cheema,16,19,2,12,15,12,8,16,4,2,2,3,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,15,2,17,No,Yes,Yes,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,4.0,1,2,4,1,0,0
f7f124ab-e1b8-4f2a-b513-8600252f037d,Hrishita,Chaudhry,16,5,16,17,12,7,12,0,2,3,2,8,6,16,5,4,8,No,Yes,No,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,4,1,0,0
b198d6c0-c382-4d2a-981b-e1b671ff3d0a,Hrishita,Ganesan,4,8,4,12,13,9,3,10,2,3,1,2,6,16,5,4,8,Yes,Yes,Yes,Yes,No,16,2,13,Yes,Yes,No,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,4,4,1,0,0
2a91e72f-d269-4db0-9306-af369efb2f91,Kimaya,Bera,16,1,3,4,8,1,11,4,2,3,2,2,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,9,5,4,No,No,No,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,2,3,1,1,1
06da81f6-bdf7-4277-b4b8-15bd2baba033,Ira,Raja,3,14,0,9,12,6,13,5,2,3,2,2,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,1,3,4,1,0,0
e2a6e07a-6cd7-4423-943c-ab26aeb2c5ad,Rania,Agarwal,7,18,14,7,6,3,10,12,2,3,2,2,6,16,5,4,8,No,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,4.0,1,3,4,1,0,0
c6f04c44-d380-4c1a-b79b-e1d69c8d721e,Vardaniya,Atwal,15,2,5,16,9,7,15,12,2,3,2,13,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,4,1,0,0
142674ac-bc78-448d-88e6-a28e7f299c3f,Saksham,Dayal,1,8,3,2,10,9,1,0,2,3,2,2,6,16,5,4,8,Yes,Yes,No,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,3,2,1,0,0
805ec64d-3c8f-4287-b8c7-900772f59a5d,Amani,Dhawan,8,8,4,15,9,9,1,7,2,3,2,4,6,16,5,4,8,Yes,No,No,No,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,4,1,0,0
78a9cc8b-9608-4644-888e-ae33cdf44239,Siya,Dara,7,18,14,4,3,3,10,18,2,3,2,4,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,4,1,0,0
11104efa-57a6-4d94-ae69-0f3b65bf0367,Damini,Chawla,10,13,1,11,1,2,4,2,2,3,2,13,6,6,5,4,8,Yes,No,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,,2.0,1,3,0,1,0,0
3c14cd4e-da0d-40fe-b925-38b0d2c0bc57,Hrishita,Lanka,2,16,9,4,8,1,11,14,2,3,2,10,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,9,5,4,No,No,No,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,4.0,1,2,3,1,1,1
f237b9b6-143e-441e-af86-93f0fd669557,Aaina,Saran,4,18,6,15,0,5,7,1,4,3,2,5,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,3,4,1,0,0
2ffd7444-3b8a-49c0-b932-d62922825693,Nitara,Rattan,18,2,9,4,8,1,11,14,0,5,3,5,6,16,5,4,8,Yes,No,Yes,Yes,Yes,3,2,17,No,Yes,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1,2,3,1,1,1
819def17-5aa8-4356-ba2b-3d556cd776c5,Kanav,Mangat,4,8,7,2,10,9,1,1,2,3,2,2,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,3,4,1,0,0
